featureType,lat,lon,cityName,countryCode,geonameId,featureCode,population,source,year
point,61.46667,23.5,Nokia,FI,644450,PPLA3,36486,The City of Nokia says the name Nokia is first mentioned in written sources in connection with Nokia Manor in 1505. (https://www.nokiankaupunki.fi/kaupunki-ja-hallinto/tutustu-nokiaan/nokian-kaupunki-ennen-ja-nyt/),1505
point,63.91667,24.96667,Nivala,FI,644499,PPLA3,10397,"The Finnish Genealogical Society page says the parish, then called Pidisjärvi, was established as a prayerhouse community in 1682; I use that earliest documented predecessor mention for present-day Nivala. (https://hiski.genealogia.fi/seurakunnat/srk?CMD=SRK&ID=355&LANG=FI&TYPE=HTML)",1682
point,60.94797,25.92882,Nastola,FI,645035,PPL,14911,"Wikipedia says the village of Nastola was first mentioned in 1478, when the first church in the area was built there. (https://en.wikipedia.org/wiki/Nastola)",1478
point,62.47283,21.33707,Närpes,FI,645081,PPLA3,9559,"Wikipedia says Närpes can be dated back to 1331, when Klas Bengtsson in Nærpes pawned goods to Bishop Bengt in Turku. (https://en.wikipedia.org/wiki/N%C3%A4rpes)",1331
point,60.46744,22.02428,Naantali,FI,645211,PPLA3,20312,Wikipedia says Naantali was founded around the Brigittine convent and that the town charter was signed in 1443. (https://en.wikipedia.org/wiki/Naantali),1443
point,62.13333,25.66667,Muurame,FI,645385,PPLA3,10662,"Wikipedia says that in 1539 there were four farms in Muurame, which is the earliest dated documentary reference I found for the settlement. (https://en.wikipedia.org/wiki/Muurame)",1539
point,61.68857,27.27227,Mikkeli,FI,646005,PPLA,51661,"Finnish Wikipedia says the Savilahti mother parish in the Mikkeli area is first mentioned in 1329; I use that earliest documented record for the city area, even though the name Mikkeli itself appears later. (https://fi.wikipedia.org/wiki/Uskonto_Mikkeliss%C3%A4)",1329
point,60.57082,22.09883,Masku,FI,646486,PPLA3,9628,Finnish Wikipedia says Masku is first mentioned in 1232 in a letter by Pope Gregory IX. (https://fi.wikipedia.org/wiki/Masku),1232
point,60.63333,25.31667,Mäntsälä,FI,646723,PPLA3,20966,"Wikipedia says Mäntsälä is considered to have been founded in 1585, when the community's first church was built. (https://en.wikipedia.org/wiki/M%C3%A4nts%C3%A4l%C3%A4)",1585
point,60.45659,26.22505,Lovisa,FI,647571,PPLA3,14362,Wikipedia says Loviisa was founded in 1745 as a border fortress against Russia. (https://en.wikipedia.org/wiki/Loviisa),1745
point,60.84972,23.0561,Loimaa,FI,647731,PPLA3,15248,Finnish Wikipedia says Loimaa is first mentioned as a parish in 1420. (https://fi.wikipedia.org/wiki/Loimaan_kunta),1420
point,60.24859,24.06534,Lohja,FI,647751,PPLA3,45686,Finnish Wikipedia says the parish of Lohja is first mentioned in written sources in 1323. (https://fi.wikipedia.org/wiki/Lohja),1323
point,62.53333,29.36667,Liperi,FI,647851,PPLA3,11927,"The Finnish parish list gives Liperi's earliest dated record as 1630 for its predecessor parish history, which is the earliest clear documentary year I found. (https://fi.wikipedia.org/wiki/Luettelo_Suomen_kirkkopit%C3%A4jist%C3%A4)",1630
point,64.80985,25.41545,Liminka,FI,647930,PPLA3,10166,The Municipality of Liminka says Liminka is first mentioned in a written source in 1477. (https://www.liminka.fi/kulttuuri-ja-vapaa-aika/kulttuuri/),1477
point,60.51032,22.46176,Lieto,FI,648056,PPLA3,20694,"Wikipedia says a surviving document from 1331 mentions Lieto's parish priest Pietari for the first time, and that year is treated as the founding year of the parish and church. (https://en.wikipedia.org/wiki/Lieto)",1331
point,63.31667,30.01667,Lieksa,FI,648090,PPLA3,10002,"Wikipedia says the predecessor municipality Pielisjärvi, which later formed modern Lieksa, was first mentioned in 1618 as Pelis Järffwi Pogost; I use that earlier documented record for the present-day municipality area. (https://en.wikipedia.org/wiki/Pielisj%C3%A4rvi)",1618
point,61.31667,23.75,Lempäälä,FI,648366,PPLA3,25036,FamilySearch’s Lempäälä Parish page says the first written account of the parish of Lempäälä is from 1430. (https://www.familysearch.org/en/wiki/Lemp%C3%A4%C3%A4l%C3%A4_Parish%2C_H%C3%A4me%2C_Finland_Genealogy),1430
point,62.41407,25.95194,Laukaa,FI,648738,PPLA3,18876,"Wikipedia states that Laukaa gained its first subordinate church in 1593, which is used here as the earliest documented mention in the source found. (https://en.wikipedia.org/wiki/Laukaa)",1593
point,62.96927,23.0088,Lapua,FI,648855,PPLA3,14016,"I could not verify a reliable exact first documented mention year for Lapua from the sources I found, so the year is left blank. (https://en.wikipedia.org/wiki/Lapua)",
point,61.05871,28.18871,Lappeenranta,FI,648900,PPLA,72909,Wikipedia’s Lappee history says Lappee was first mentioned as Lappawesi in 1415; this is used for the earlier core settlement behind Lappeenranta. (https://en.wikipedia.org/wiki/Lappee),1415
point,60.98267,25.66151,Lahti,FI,649360,PPLA,121622,Wikipedia says Lahti was first mentioned in documents in 1445. (https://en.wikipedia.org/wiki/Lahti),1445
point,60.24164,24.75855,Laaksolahti,FI,649523,PPL,11320,"I could not verify a reliable exact first documented mention year specifically for Laaksolahti from the sources I found, so the year is left blank. (https://en.wikipedia.org/wiki/Espoo)",
point,60.12381,24.43853,Kirkkonummi,FI,649630,PPLA3,41821,A local history source says the first mention of Kirkkonummi is in a Latin document dated 21 March 1330. (https://mclad.iki.fi/kirkkonummi/index.php?lang=en&page=2),1330
point,65.96447,29.18878,Kuusamo,FI,649924,PPLA3,14784,The best source I found says the first church in Kuusamo was built in 1695 and that by the late 1600s the area around Kuusamojärvi was known as Kuusamo; 1695 is used here as the earliest firm year in that source. (https://kids.kiddle.co/Kuusamo),1695
point,62.61667,22.41667,Kurikka,FI,650095,PPLA3,19474,"I could not verify a reliable exact first documented mention year for Kurikka from the sources I found, so the year is left blank. (https://en.wikipedia.org/wiki/Kurikka)",
point,62.89238,27.67703,Kuopio,FI,650224,PPLA,125462,"Wikipedia says a parish church was established in Kuopionniemi in the 1550s; because the source gives only a decade, 1550 is used as an approximation. (https://en.wikipedia.org/wiki/Kuopio)",1550
point,60.86667,26.7,Kouvola,FI,650859,PPLA,78094,"Wikipedia says the village of Kouvola has been inhabited since the Middle Ages, but I did not find a reliable exact first documented mention year, so the year is left blank. (https://en.wikipedia.org/wiki/Kouvola)",
point,60.4664,26.94582,Kotka,FI,650946,PPLA3,50157,"Wikipedia says the declaration establishing the city on the islands was issued on 16 April 1878, which is used here as the first documented record for Kotka as a city. (https://en.wikipedia.org/wiki/Kotka)",1878
point,63.11418,21.68216,Korsholm,FI,651299,PPL,17176,Wikipedia says the parish was first mentioned as Mustasaari parish in 1348; this is used for Korsholm. (https://en.wikipedia.org/wiki/Korsholm),1348
point,62.76023,29.84711,Kontiolahti,FI,651659,PPLA3,15092,"I could not verify a reliable exact first documented mention year for Kontiolahti from the sources I found, so the year is left blank. (https://en.wikipedia.org/wiki/Kontiolahti)",
point,63.83847,23.13066,Kokkola,FI,651943,PPLA,48361,Wikipedia says Kokkola was chartered in 1620 by King Gustav II Adolf of Sweden. (https://en.wikipedia.org/wiki/Kokkola),1620
point,60.38244,24.751,Klaukkala,FI,652305,PPL,21019,Wikipedia says the earliest references to Klaukkala date to the 16th century and that in the 1540s there were already 11 houses there; 1540 is used as an approximation. (https://en.wikipedia.org/wiki/Klaukkala),1540
point,62.1,30.15,Kitee,FI,652615,PPLA3,9483,"FamilySearch’s Kitee Parish page says Kitee parish was founded in 1631, which is the earliest firm year I found. (https://www.familysearch.org/en/wiki/Kitee_Parish%2C_Kuopio%2C_Finland_Genealogy)",1631
point,65.13139,25.79744,Kiiminki,FI,652858,PPL,12069,"I could not verify a reliable exact first documented mention year for Kiiminki from the sources I found, so the year is left blank. (https://en.wikipedia.org/wiki/Kiiminki)",
point,62.26667,24.7,Keuruu,FI,652977,PPLA3,9088,Wikipedia says the name Keuru is first mentioned in 1552 as a wilderness used for hunting. (https://en.wikipedia.org/wiki/Keuruu),1552
point,60.40338,25.105,Kerava,FI,653185,PPLA3,38535,"Wikipedia says the first signs of established village settlement date back to the 1440s; because the source gives only a decade, 1440 is used as an approximation. (https://en.wikipedia.org/wiki/Kerava)",1440
point,64.91314,25.50339,Kempele,FI,653252,PPLA3,14293,Wikipedia says Kempele was called Kempele for the first time in official records in 1568. (https://en.wikipedia.org/wiki/Kempele),1568
point,65.73641,24.56371,Kemi,FI,653281,PPLA3,19332,FamilySearch’s Kemi Parish page says the first mention of the village is in 1329; this is used as the earliest documented record tied to the locality name Kemi. (https://www.familysearch.org/en/wiki/Kemi_Parish%2C_Lappi%2C_Finland_Genealogy),1329
point,60.21209,24.72756,Kauniainen,FI,653559,PPLA3,10200,Wikipedia says the history of modern Kauniainen began in 1906 when AB Grankulla bought the land and began creating the suburb; I did not find an earlier exact documented mention for the present locality name. (https://en.wikipedia.org/wiki/Kauniainen),1906
point,63.10299,23.07129,Kauhava,FI,653616,PPLA3,15066,FamilySearch says Kauhava was originally called Kauhajoki and Sydänmaa and from 1608 it belonged to Lapua parish; 1608 is used here as the earliest firm year in the source found. (https://www.familysearch.org/en/wiki/Kauhava_Parish%2C_Vaasa%2C_Finland_Genealogy),1608
point,62.43333,22.18333,Kauhajoki,FI,653627,PPLA3,12500,"I could not verify a reliable exact first documented mention year for Kauhajoki from the sources I found, so the year is left blank. (https://www.familysearch.org/en/wiki/Kauhajoki_Parish%2C_Vaasa%2C_Finland_Genealogy)",
point,60.52156,26.93125,Karhula,FI,654137,PPL,22867,Wikipedia says Karhula is first mentioned as a village name in 1624. (https://en.wikipedia.org/wiki/Karhula),1624
point,61.8,22.41667,Kankaanpää,FI,654363,PPLA3,12571,The City of Kankaanpää history page says Kankaanpää was recorded in documents as “Cancanpä” in the 1560s; 1560 is used as an approximation because the source gives only the decade. (https://www.kankaanpaa.fi/en/kaupunki-ja-hallinto/kankaanpaa-info/historia/),1560
point,61.46383,24.07602,Kangasala,FI,654440,PPLA3,34315,"A National Archives Finland document search result dated 9 January 1439 lists Kangasala among the communities named in the record, which is used here as the earliest documented mention I found. (https://df.narc.fi/document/2279)",1439
point,64.25,23.95,Kalajoki,FI,654837,PPLA3,12231,Wikipedia says the first reference to Kalajoki dates to the beginning of the 16th century; I use 1500 as an approximate year because the source is century-level rather than exact. (https://en.wikipedia.org/wiki/Kalajoki),1500
point,64.22728,27.72846,Kajaani,FI,654899,PPLA,36458,"Wikipedia says Kajaani was one of the cities founded on 6 March 1651, which is used here as the earliest documented record for the city. (https://en.wikipedia.org/wiki/Kajaani)",1651
point,60.40724,22.36904,Kaarina,FI,655130,PPLA3,36631,"Wikivoyage states that the Kaarina parish is mentioned in 1309, which is used here as the earliest documented record for the locality. (https://en.wikivoyage.org/wiki/Kaarina)",1309
point,62.24147,25.72088,Jyväskylä,FI,655194,PPLA,148744,"Wikipedia’s history section says the name Jyväskylä was mentioned in 1575 as Jyueskylä, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Jyv%C3%A4skyl%C3%A4)",1575
point,61.11796,28.50763,Joutseno,FI,655563,PPL,10603,"Wikipedia’s Jääski history says the first clear mention is from 1323, and that medieval Jääski included territory later belonging to Joutseno, so 1323 is used for the wider locality. (https://en.wikipedia.org/wiki/Lesogorsky)",1323
point,62.60118,29.76316,Joensuu,FI,655808,PPLA,78398,"Wikipedia says the city of Joensuu was founded in 1848 by Tsar Nicholas I, which is used here as the earliest documented record for the city. (https://en.wikipedia.org/wiki/Joensuu)",1848
point,60.47369,25.08992,Järvenpää,FI,655958,PPLA3,46942,"Wikipedia says the first documented mention of the village of Järvenpää is in a tax list from 1540, so 1540 is used here. (https://en.wikipedia.org/wiki/J%C3%A4rvenp%C3%A4%C3%A4)",1540
point,60.9,24.6,Janakkala,FI,656073,PPLA3,15995,Janakkala municipality’s Hakoinen Castle page says 'Tauaste hus' is first mentioned in sources in 1308; this is used for the earliest record in the Janakkala area. (https://www.janakkala.fi/laurinmaki/en/front-page/culture-and-history/ancient-historical-sites/hakoinen-castlehill-hakoisten-linnavuori/hakoinen-castle/),1308
point,61.8642,25.19002,Jämsä,FI,656083,PPLA3,19209,"Wikipedia notes that Jämsä was separated from Sysmä in 1442, which is the earliest dated historical record I found for Jämsä. (https://en.wikipedia.org/wiki/Sysm%C3%A4)",1442
point,63.67486,22.70256,Jakobstad,FI,656130,PPLA3,19668,"Wikipedia says Jakobstad was founded in 1652 and granted city privileges that year, which is used here as the earliest documented record for the city. (https://en.wikipedia.org/wiki/Jakobstad)",1652
point,61.17185,28.75242,Imatra,FI,656688,PPLA3,24581,"The City of Imatra’s history page says the first mentions of Imatra are in the tax lists of 1541, which is used here. (https://www.imatra.fi/en/history)",1541
point,62.73333,22.56667,Ilmajoki,FI,656739,PPLA3,12473,"Ilmajoki municipality’s English page says the parish of Ilmajoki was founded in 1516, which is used here as the earliest documented record for the locality. (https://ilmajoki.fi/ilmajoki-in-english/)",1516
point,63.55915,27.19067,Iisalmi,FI,656820,PPLA3,20330,"Wikipedia says Iisalmi traces its roots to 1627, when the parish of Iisalmi was formed, so 1627 is used here. (https://en.wikipedia.org/wiki/Iisalmi)",1627
point,65.31735,25.3731,Ii,FI,656851,PPLA3,9800,"Wikipedia says the original settlement name Iijoen kylä was first mentioned in 1374 as Yioki, which is used here as the earliest documented record for Ii. (https://en.wikipedia.org/wiki/Ii%2C_Finland)",1374
point,60.63333,24.86667,Hyvinge,FI,656913,PPLA3,43515,"Wikipedia says the village now known as Hyvinkäänkylä was first mentioned in 1495 as Höffinga, which is used here as the earliest documented record for Hyvinkää. (https://en.wikipedia.org/wiki/Hyvink%C3%A4%C3%A4)",1495
point,61.18333,22.7,Huittinen,FI,657180,PPLA3,9618,"Wikipedia lists Huittinen’s first records as 1414 and states Huittinen is mentioned as a churchwarden in 1414, so 1414 is used here. (https://en.wikipedia.org/wiki/Huittinen)",1414
point,61.05,25.43333,Hollola,FI,657530,PPLA3,20405,"Wikipedia’s infobox for Hollola gives 'First records' as 1328, which is used here as the earliest documented mention. (https://en.wikipedia.org/wiki/Hollola)",1328
point,61,25.5,Hollola,FI,657531,PPLA3,22843,"Wikipedia’s infobox for Hollola gives 'First records' as 1328, which is used here as the earliest documented mention. (https://en.wikipedia.org/wiki/Hollola)",1328
point,60.16952,24.93545,Helsinki,FI,658225,PPLC,658864,"Wikipedia says Helsinki was founded by King Gustav I of Sweden on 12 June 1550, which is used here as the earliest documented record for the city itself. (https://en.wikipedia.org/wiki/Helsinki)",1550
point,61.20564,26.03811,Heinola,FI,658288,PPLA3,17746,"Wikipedia lists Heinola’s charter year as 1776, which is the clearest documented founding record I found for the town itself, so 1776 is used here. (https://en.wikipedia.org/wiki/Heinola)",1776
point,65.17654,25.35233,Haukipudas,FI,658629,PPL,17298,"Finnish Wikipedia’s Haukipudas material reports that a lay judge from Haukipudas is first mentioned in 1479, which is used here as the earliest documented local record. (https://fi.wikipedia.org/wiki/Putaankyl%C3%A4)",1479
point,59.83333,22.95,Hanko,FI,659101,PPLA3,9962,"Wikipedia says the site was already known by sailors in the 15th century; I use 1400 as an approximate year because the source gives only the century, not an exact year. (https://en.wikipedia.org/wiki/Hanko%2C_Finland)",1400
point,60.56974,27.19794,Hamina,FI,659169,PPLA3,19305,"Wikipedia says Vehkalahti, the earlier locality from which Hamina developed, was first mentioned in 1336, which is used here for the earliest documented record of the place. (https://en.wikipedia.org/wiki/Hamina)",1336
point,60.99596,24.46434,Hämeenlinna,FI,659180,PPLA,68473,"Wikipedia says the nearby settlement was granted city rights as Hämeenlinna in 1639, which is used here as the earliest documented record for the city. (https://en.wikipedia.org/wiki/H%C3%A4meenlinna)",1639
point,61.63913,23.19531,Hämeenkyrö,FI,659184,PPLA3,10351,Wikipedia’s list of Finnish municipalities gives Hämeenkyrö’s first record as the 1340s; I use 1340 here as an approximate year. (https://fi.wikipedia.org/wiki/Luettelo_Suomen_kunnista_perustamisvuoden_mukaan),1340
point,60.4,23.08333,Halikko,FI,659350,PPLA3,9344,Wikipedia states that the oldest documented record of Halikko is from 1313. (https://en.wikipedia.org/wiki/Halikko),1313
point,60.27822,25.10342,Hakunila,FI,659406,PPL,12435,"No reliable exact first documented year for Hakunila/Håkansböle was found in the checked sources; the source only says the village formed in the 17th century and derives from a 16th-century founder, so the year is left blank. (https://en.wikipedia.org/wiki/Hakunila)",
point,60.81462,23.62146,Forssa,FI,659935,PPLA3,16368,"Wikipedia says Forssa developed as an industrial community when Axel Wilhelm Wahren founded a spinning mill there in 1847, which is the earliest clear documented record I found for Forssa as a settlement by this name. (https://en.wikipedia.org/wiki/Forssa)",1847
point,61.2,21.73333,Eurajoki,FI,660073,PPLA3,9000,Wikipedia lists Eurajoki’s first records as 1344. (https://en.wikipedia.org/wiki/Eurajoki),1344
point,61.13333,22.13333,Eura,FI,660077,PPLA3,11093,Wikipedia lists Eura’s first records as 1445. (https://en.wikipedia.org/wiki/Eura),1445
point,60.2052,24.6522,Espoo,FI,660158,PPLA3,323910,Wikipedia says the name Espoo was first mentioned in 1431. (https://en.wikipedia.org/wiki/Espoo),1431
point,59.97359,23.43389,Ekenäs,FI,660325,PPLA3,14377,"Wikipedia states that King Gustav Vasa granted town rights to Ekenäs on 15 December 1546, which is the earliest clear documentary year given there. (https://en.wikipedia.org/wiki/Eken%C3%A4s,_Finland)",1546
point,60.39233,25.66507,Porvoo,FI,660561,PPLA3,51853,Wikipedia says Porvoo’s oldest known written mentions are from the early 14th century and that it is also claimed to have been founded as early as 1347; I use 1347 as the earliest exact year stated in the source. (https://en.wikipedia.org/wiki/Porvoo),1347
point,62.58333,23.61667,Alavus,FI,661352,PPLA3,10722,"No reliable exact first documented year for Alavus was found in the checked sources; municipal and Wikipedia sources gave later parish or charter dates rather than a clear earliest mention, so the year is left blank. (https://en.wikipedia.org/wiki/Alavus)",
point,62.6,25.73333,Äänekoski,FI,662095,PPLA3,17614,Wikipedia states that the toponym Äänekoski was first mentioned in Swedish sources around 1455 as “Ænækoski laxefiskeri”; I use 1455. (https://en.wikipedia.org/wiki/%C3%84%C3%A4nekoski),1455
point,60.32572,24.83839,Kivistö,FI,847408,PPL,11125,"No reliable exact first documented year for Kivistö was found in the checked sources; Wikipedia only says settlement dates to the early 16th century, so the year is left blank. (https://en.wikipedia.org/wiki/Kivist%C3%B6)",
point,60.27409,24.85065,Martinlaakso,FI,847417,PPL,13992,"No reliable exact first documented year for Martinlaakso was found in the checked sources; Wikipedia only says the underlying Martinkylä settlement had existed since the 16th century, so the year is left blank. (https://en.wikipedia.org/wiki/Martinlaakso)",
point,60.26711,24.84713,Myyrmäki,FI,847422,PPL,18393,"No reliable exact first documented year for Myyrmäki was found in the checked sources; available sources describe its modern development but do not give a clear earliest documentary year, so the year is left blank. (https://en.wikipedia.org/wiki/Myyrm%C3%A4ki)",
point,60.24181,24.88575,Kannelmäki,FI,847428,PPL,13272,Wikipedia says the area’s name was changed to Kannelmäki–Gamlas in 1959; I use 1959 as the first clear documentary year for the current name Kannelmäki. (https://en.wikipedia.org/wiki/Kannelm%C3%A4ki),1959
point,60.2344,24.81348,Lintuvaara,FI,847432,PPL,10554,"No reliable exact first documented year for Lintuvaara/Fågelberga was found in the checked sources, so the year is left blank. (https://en.wikipedia.org/wiki/Lintuvaara)",
point,60.23265,24.95373,Patola,FI,847435,PPL,10352,"No reliable exact first documented year for Patola/Dammen was found in the checked sources, so the year is left blank. (https://en.wikipedia.org/wiki/Patola,_Helsinki)",
point,60.16312,24.62012,Saunalahti,FI,7521635,PPL,11114,"No reliable exact first documented year for Saunalahti/Bastvik was found in the checked sources; the page discusses the 19th-century Bastvik manor and modern development, but not a clear earliest mention, so the year is left blank. (https://en.wikipedia.org/wiki/Saunalahti,_Espoo)",
point,60.29972,22.3004,Väståboland,FI,7911309,PPL,15498,Wikipedia states that Väståboland was created on 1 January 2009 when several municipalities merged; I use 2009 because this municipality name began then. (https://en.wikipedia.org/wiki/Pargas),2009
point,61.34942,22.90928,Sastamala,FI,8198723,PPL,24495,Wikipedia says the name Sastamala first appeared as “Sastamall” in a letter from King Birger Magnusson from 1300 or 1303; I use 1300 as the earliest approximate year stated. (https://en.wikipedia.org/wiki/Sastamala),1300
point,65.68353,-18.0878,Akureyri,IS,2633274,PPLA,19219,Wikipedia notes that Akureyri is first mentioned in records from 1562 in connection with a church site. (https://en.wikipedia.org/wiki/Akureyri),1562
point,63.93311,-20.99712,Selfoss,IS,3413604,PPLA,9000,"Wikipedia states that Selfoss developed after the Ölfusá bridge was built in 1891, marking its first significant record. (https://en.wikipedia.org/wiki/Selfoss_(town))",1891
point,64.13548,-21.89541,Reykjavík,IS,3413829,PPLC,118918,Wikipedia cites the settlement of Reykjavík by Ingólfr Arnarson in 874 as its earliest historical record. (https://en.wikipedia.org/wiki/Reykjav%C3%ADk),874
point,64.16667,-21.7,Mosfellsbær,IS,3415021,PPL,12073,Wikipedia indicates the area of Mosfell (Mosfellsbær) was settled during the initial Icelandic settlement around 874. (https://en.wikipedia.org/wiki/Mosfellsb%C3%A6r),874
point,64.11234,-21.91298,Kópavogur,IS,3415212,PPL,37959,Wikipedia notes Kópavogur is historically recorded in 1662 during the Kópavogur meeting where Icelanders swore allegiance to Denmark. (https://en.wikipedia.org/wiki/K%C3%B3pavogur),1662
point,64.00492,-22.56242,Keflavík,IS,3415496,PPLA,15930,"Wikipedia describes Keflavík as a trading site established in the 16th century, with records around 1570 used as approximation. (https://en.wikipedia.org/wiki/Keflav%C3%ADk)",1570
point,64.0671,-21.93774,Hafnarfjörður,IS,3416706,PPL,29971,"Wikipedia references Hafnarfjörður as an important trading location mentioned in records from the late 14th century, including 1391. (https://en.wikipedia.org/wiki/Hafnarfj%C3%B6r%C3%B0ur)",1391
point,64.08865,-21.92298,Garðabær,IS,3417195,PPL,11421,Wikipedia indicates the Garðar area (Garðabær) dates back to the original Icelandic settlement around 874. (https://en.wikipedia.org/wiki/Gar%C3%B0ab%C3%A6r),874
point,63.99813,-22.56111,Reykjanesbær,IS,8644037,PPL,19724,"Wikipedia states Reykjanesbær municipality was formed in 1994, marking its first official record as a city entity. (https://en.wikipedia.org/wiki/Reykjanesb%C3%A6r)",1994
point,55.59678,26.43984,Visaginas,LT,593063,PPLA2,18024,"Wikipedia states Visaginas was established in 1975 as a settlement for Ignalina Nuclear Power Plant workers, so 1975 is used as the first documented record of the city. (https://en.wikipedia.org/wiki/Visaginas)",1975
point,54.68916,25.2798,Vilnius,LT,593116,PPLC,542366,"Wikipedia states Vilnius was first mentioned in 1323 in the letters of Grand Duke Gediminas, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Vilnius)",1323
point,54.65167,23.03222,Vilkaviskis,LT,593153,PPLA2,9444,"Wikipedia lists Vilkaviškis as first mentioned in 1561, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Vilkavi%C5%A1kis)",1561
point,55.4978,25.60462,Utena,LT,593672,PPLA,25397,"Wikipedia states Utena was first mentioned in historical documents dating back to 1261, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Utena%2C_Lithuania)",1261
point,55.25,24.75,Ukmerge,LT,593733,PPL,20154,"Wikipedia states Ukmergė was first mentioned in 1225, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Ukmerg%C4%97)",1225
point,55.98139,22.24722,Telsiai,LT,593926,PPLA,21294,"Wikipedia’s history section says the first mentions of Telšiai date back to 1398, so 1398 is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Tel%C5%A1iai)",1398
point,55.25222,22.28972,Taurage,LT,593959,PPLA,21203,"Wikipedia states Tauragė was first mentioned in 1507, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Taurag%C4%97)",1507
point,55.34889,21.48306,Silute,LT,594656,PPL,14968,"Wikipedia’s history section traces Šilutė’s origin to an inn and notes documented development there in 1511, which is used here as the earliest documented record of the town. (https://en.wikipedia.org/wiki/%C5%A0ilut%C4%97)",1511
point,55.93333,23.31667,Šiauliai,LT,594739,PPLA,99462,"Wikipedia states Šiauliai was first mentioned in written sources as Soule in connection with the Battle of Saule, and the city’s founding date is considered 1236, which is used here. (https://en.wikipedia.org/wiki/%C5%A0iauliai)",1236
point,55.95867,25.59466,Rokiškis,LT,595213,PPLA2,11765,"Wikipedia states the Rokiškis Manor was first mentioned in 1499, which is used here as the earliest documented record of the town. (https://en.wikipedia.org/wiki/Roki%C5%A1kis)",1499
point,55.37973,23.12386,Raseiniai,LT,595378,PPLA2,9686,"Wikipedia states the settlement name Raseiniai was mentioned for the first time in 1253, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Raseiniai)",1253
point,55.81667,23.53333,Radviliskis,LT,595449,PPL,16344,"The official Radviliškis District Municipality history page says Radviliškis is first mentioned in a 1567 list of Grand Duchy of Lithuania towns, which is used here as the earliest documented record. (https://www.radviliskis.lt/savivalda-istorija/)",1567
point,55.91139,21.84417,Plunge,LT,595689,PPL,18904,"Wikipedia states Plungė was first mentioned as a town in 1567, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Plung%C4%97)",1567
point,55.73186,24.35983,Panevėžys,LT,596128,PPLA,85885,"Wikipedia states Panevėžys was first mentioned on 7 September 1503 in documents signed by Grand Duke Alexander Jagiellon, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Panev%C4%97%C5%BEys)",1503
point,55.9175,21.06861,Palanga,LT,596238,PPL,18207,"Wikipedia states Palanga was first mentioned in historical documents in 1161, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Palanga)",1161
point,56.31667,22.9,Naujoji Akmene,LT,596719,PPL,11922,"Wikipedia lists Naujoji Akmenė as first mentioned in 1949; because it is a newly planned town, that establishment date is used here for the city itself rather than older nearby localities. (https://en.wikipedia.org/wiki/Naujoji_Akmen%C4%97)",1949
point,56.31667,22.33333,Mazeikiai,LT,597188,PPL,32470,"Wikipedia states Mažeikiai was first mentioned in written sources in 1335, which is used here as the earliest documented record. (https://en.wikipedia.org/wiki/Ma%C5%BEeikiai)",1335
point,54.55787,23.35004,Marijampolė,LT,597231,PPLA,34975,"Wikipedia states the earliest recorded name of the present-day city of Marijampolė is attested from 1706, which is used here as the earliest documented record of the settlement. (https://en.wikipedia.org/wiki/Marijampol%C4%97)",1706
point,54.64364,25.05162,Lentvaris,LT,597532,PPL,10004,"Wikipedia notes Lentvaris as first mentioned in the 17th century, while Lentvaris Manor history states the place is mentioned since 1596; 1596 is used here as the earliest documented record found. (https://en.wikipedia.org/wiki/Lentvaris_Manor)",1596
point,56.00318,22.93662,Kuršėnai,LT,597769,PPL,10829,Wikipedia’s history section says Kuršėnai was first mentioned in the 12th century; 1100 is used here as an approximate year because no exact year is given in the source snippet. (https://en.wikipedia.org/wiki/Kur%C5%A1%C4%97nai),1100
point,55.8888,21.24448,Kretinga,LT,597989,PPLA2,17249,Wikipedia states Kretinga was first mentioned in 1253 as the castle of Cretyn under a charter of Bishop Heinrich of Courland. (https://en.wikipedia.org/wiki/Kretinga),1253
point,55.7068,21.13912,Klaipėda,LT,598098,PPLA,172292,Wikipedia lists Klaipėda as first mentioned in 1252. (https://en.wikipedia.org/wiki/Klaip%C4%97da),1252
point,55.28782,23.97275,Kėdainiai,LT,598272,PPLA2,22677,Wikipedia says Kėdainiai was first mentioned in 1372 in the Livonian Chronicle of Hermann de Wartberge. (https://en.wikipedia.org/wiki/K%C4%97dainiai),1372
point,54.90156,23.90909,Kaunas,LT,598316,PPLA,289380,Wikipedia says Kaunas was first mentioned in written sources in 1361. (https://en.wikipedia.org/wiki/Kaunas),1361
point,54.86528,24.46815,Kaišiadorys,LT,598567,PPLA2,9867,The Kaišiadorys District Municipality says Kaišiadorys were mentioned in 1590; Wikipedia gives the same year for the town name in written sources. (https://kaisiadorys.lt/en/about-municipality/121),1590
